reservoir_table_path;bucket_table_path;replica_schema;replica_table;livesync_schema;livesync_table
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_186/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_186;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_187/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_187;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_190/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_190;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_191/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_191;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_389/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_389;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_405/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_405;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_800/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_800;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_806/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_806;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_811/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_811;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_815/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_815;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_821/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_821;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_830/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_830;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_62_859/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_62_859;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_10000/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_10000;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_10012/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_10012;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_10021/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_10021;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_10027/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_10027;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_10036/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_10036;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_10060/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_10060;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_10068/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_10068;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_10072/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_10072;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_10085/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_10085;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_17/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_17;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_185/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_185;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_186/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_186;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_187/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_187;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_190/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_190;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_191/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_191;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_389/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_389;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_405/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_405;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_800/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_800;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_806/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_806;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_811/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_811;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_815/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_815;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_830/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_830;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_64_859/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_64_859;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_10000/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_10000;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_10012/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_10012;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_10021/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_10021;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_10027/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_10027;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_10036/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_10036;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_10060/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_10060;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_10068/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_10068;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_10072/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_10072;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_10085/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_10085;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_17/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_17;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_185/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_185;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_186/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_186;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_187/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_187;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_190/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_190;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_191/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_191;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_389/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_389;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_405/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_405;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_800/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_800;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_806/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_806;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_811/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_811;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_815/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_815;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_830/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_830;livesync;latam_dbolx_1_olx_items_othercategories
s3://olxgroup-reservoir-latam-bi/in/latam/DBOLX_1/olx_items_89_859/;s3://olx-latam-bi/naspers-bi/latam/livesync4/bi-analytics/manifest/latam_dbolx_1_olx_items_othercategories/;DBOLX_1;olx_items_89_859;livesync;latam_dbolx_1_olx_items_othercategories
